,MSE,MSE,MAE,MAE,NMSE,NMSE,NMAE,NMAE,aRRMSE,aRRMSE,aCC,aCC
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Assessor,,,,,,,,,,,,
RC,0.08074484438144017,0.048780593341046195,0.8572681046246322,0.0661377922225793,0.1922793077382715,0.0769352526737304,0.8141901671558572,0.06206449089518977,0.9252489882334186,0.03579034689419053,0.3855912131756713,0.0767626328102128
RC(g),0.07969432034928153,0.04662083556391287,0.8576775270504654,0.053932558440321646,0.18582645469978304,0.07392351060461738,0.7883499611908606,0.0565448648618444,0.9256799133675855,0.029332754014904032,0.39486156336380884,0.06091242574672012
RC[10],0.07861476166570688,0.04713480910828589,0.838282477912921,0.060262225578295435,0.19007013141754753,0.07777461572553254,0.8023495445714215,0.06655486303161878,0.9150294181204219,0.032973909550579904,0.4043840513978442,0.07383291201626717
RC[10](g),0.07868290411812531,0.046879938462949015,0.8414980640181036,0.05643347039676294,0.18476595072346302,0.07488226810468544,0.7820162087189828,0.06463322241026459,0.916853703437658,0.03082958081643935,0.4078607806021601,0.06610852805045642
RC[30],0.07769708512009589,0.04636574759054256,0.8305531216761166,0.056895668974038034,0.18911789867217796,0.07694125355057257,0.7989990505275613,0.06380729389618589,0.9108513668960586,0.031275414060771535,0.41413903717716677,0.0694303804976869
RC[30](g),0.07870672902631332,0.04694785869740029,0.8413186831591124,0.05723978058603827,0.18486389911568102,0.07496876476944532,0.782122078836305,0.06528471224589055,0.9167430964844423,0.031238486804435982,0.4081328795926042,0.0665097108860167
RC[50],0.07782997105247666,0.04649782454236398,0.8317362120667209,0.05674150863513297,0.1890748129933744,0.07713543501740955,0.798602070965419,0.06448151932187801,0.9115055342448313,0.031118523959420226,0.4128888435045018,0.06992048884647732
RC[50](g),0.07871744062681009,0.04695529175220392,0.8415225338799299,0.057483814762340615,0.1849279862015178,0.07497506485972791,0.7823841961065136,0.06511742783029886,0.9168498598133641,0.031378455615649906,0.40788028550194244,0.06655706111555361
